order_id,order_date,ship_date,customer_id,customer_segment,region,state,city,category,sub_category,product_name,ship_mode,sales,quantity,discount,profit,return_flag,delivery_days,customer_rating,campaign_channel,profit_margin,order_year,order_month,order_quarter
DB-2025-501157,2025-12-27,2025-12-28,C-18752,Consumer,South,Karnataka,Bengaluru,Technology,Machines,Smart Machines 181,First Class,80320.15,10,0.15,17129.01,0,1,5.0,Email,0.21325918838547986,2025,2025-12,2025Q4
DB-2024-501158,2024-12-26,2024-12-30,C-90537,Corporate,North,Punjab,Ludhiana,Technology,Copiers,Max Copiers 441,Standard Class,161191.21,9,0.0,44683.55,0,4,5.0,Referral,0.2772083539791035,2024,2024-12,2024Q4
DB-2024-501159,2024-11-29,2024-11-29,C-85187,Home Office,South,Karnataka,Bengaluru,Furniture,Chairs,Eco Chairs 147,Same Day,46565.15,6,0.25,2721.36,0,0,5.0,Organic,0.05844198934181464,2024,2024-11,2024Q4
DB-2025-501160,2025-07-15,2025-07-18,C-60988,Consumer,East,West Bengal,Kolkata,Technology,Phones,Classic Phones 269,Second Class,128138.7,8,0.1,17279.82,0,3,3.5,Social,0.13485246845800683,2025,2025-07,2025Q3
DB-2024-501161,2024-02-24,2024-02-27,C-92754,Consumer,North,Rajasthan,Jaipur,Office Supplies,Labels,Max Labels 478,Standard Class,10833.16,6,0.2,948.8,1,3,3.5,Paid,0.08758293978857508,2024,2024-02,2024Q1
DB-2025-501162,2025-06-26,2025-07-01,C-76964,Corporate,West,Gujarat,Ahmedabad,Furniture,Chairs,Pro Chairs 793,Standard Class,24271.96,4,0.2,860.36,0,5,3.3,Referral,0.03544666355745478,2025,2025-06,2025Q2
DB-2025-501163,2025-09-14,2025-09-19,C-19702,Consumer,South,Tamil Nadu,Chennai,Technology,Machines,Smart Machines 405,Standard Class,43056.95,6,0.25,7035.18,0,5,3.1,Organic,0.1633924372255815,2025,2025-09,2025Q3
DB-2024-501164,2024-11-28,2024-12-03,C-45188,Corporate,South,Andhra Pradesh,Vijayawada,Technology,Copiers,Max Copiers 704,Standard Class,182021.66,7,0.0,41074.64,0,5,3.5,Organic,0.22565797938553026,2024,2024-11,2024Q4
DB-2024-501165,2024-11-20,2024-11-26,C-28997,Home Office,North,Punjab,Ludhiana,Office Supplies,Art,Classic Art 445,Standard Class,1435.77,5,0.2,134.72,0,6,2.8,Social,0.09383118466049577,2024,2024-11,2024Q4
DB-2024-501166,2024-05-08,2024-05-13,C-25058,Corporate,North,Delhi,New Delhi,Office Supplies,Art,Prime Art 553,Standard Class,1973.95,1,0.05,338.71,0,5,3.8,Organic,0.1715899592188252,2024,2024-05,2024Q2
DB-2024-501167,2024-01-11,2024-01-13,C-71146,Consumer,West,Rajasthan,Udaipur,Technology,Phones,Classic Phones 969,First Class,252654.9,6,0.05,39584.0,0,2,3.0,Organic,0.15667220386384748,2024,2024-01,2024Q1
DB-2024-501168,2024-05-08,2024-05-10,C-99658,Consumer,North,Haryana,Gurugram,Office Supplies,Labels,Pro Labels 349,Standard Class,5283.12,2,0.0,1096.62,0,2,4.1,Organic,0.20757052650706398,2024,2024-05,2024Q2
DB-2024-501169,2024-04-01,2024-04-02,C-31617,Home Office,North,Haryana,Gurugram,Office Supplies,Binders,Smart Binders 483,Second Class,4115.35,9,0.3,630.61,0,1,3.6,Organic,0.15323362532955884,2024,2024-04,2024Q2
DB-2025-501170,2025-08-01,2025-08-06,C-12502,Home Office,West,Goa,Panaji,Furniture,Tables,Classic Tables 238,Standard Class,13825.39,2,0.0,1590.96,0,5,3.5,Social,0.1150752347673375,2025,2025-08,2025Q3
DB-2024-501171,2024-01-01,2024-01-04,C-77582,Corporate,East,Bihar,Patna,Technology,Accessories,Elite Accessories 723,Second Class,117762.1,9,0.1,16696.72,0,3,4.5,Referral,0.14178347702698915,2024,2024-01,2024Q1
DB-2024-501172,2024-10-07,2024-10-12,C-43882,Home Office,South,Tamil Nadu,Chennai,Technology,Phones,Classic Phones 774,Standard Class,61397.58,9,0.25,6648.44,0,5,4.7,Referral,0.10828504967133883,2024,2024-10,2024Q4
DB-2024-501173,2024-12-22,2024-12-28,C-69216,Home Office,West,Gujarat,Ahmedabad,Office Supplies,Labels,Basic Labels 860,Standard Class,1376.93,1,0.1,212.44,1,6,3.4,Email,0.15428525778362007,2024,2024-12,2024Q4
DB-2024-501174,2024-09-19,2024-09-23,C-81867,Consumer,North,Rajasthan,Jaipur,Furniture,Furnishings,Prime Furnishings 128,Standard Class,56623.84,10,0.3,3063.56,1,4,3.6,Social,0.05410371320631028,2024,2024-09,2024Q3
DB-2025-501175,2025-10-10,2025-10-14,C-49699,Corporate,North,Punjab,Ludhiana,Office Supplies,Art,Prime Art 112,Standard Class,1509.4,5,0.2,214.89,0,4,5.0,Paid,0.1423678282761362,2025,2025-10,2025Q4
DB-2024-501176,2024-08-13,2024-08-16,C-98414,Consumer,North,Uttar Pradesh,Noida,Office Supplies,Paper,Eco Paper 952,Second Class,2345.36,2,0.25,383.48,0,3,3.4,Email,0.16350581573830883,2024,2024-08,2024Q3
DB-2025-501177,2025-10-09,2025-10-15,C-34349,Home Office,South,Kerala,Kochi,Technology,Machines,Basic Machines 831,Standard Class,125073.86,7,0.0,25565.83,0,6,4.4,Organic,0.20440586066505026,2025,2025-10,2025Q4
DB-2025-501178,2025-01-05,2025-01-11,C-21980,Home Office,East,West Bengal,Kolkata,Technology,Accessories,Smart Accessories 621,Standard Class,219057.21,7,0.3,45300.13,0,6,3.1,Referral,0.2067958867914003,2025,2025-01,2025Q1
DB-2024-501179,2024-09-23,2024-09-29,C-50080,Consumer,East,Bihar,Patna,Technology,Machines,Basic Machines 184,Standard Class,132160.49,6,0.0,33200.87,0,6,4.1,Paid,0.2512163052664227,2024,2024-09,2024Q3
DB-2025-501180,2025-07-05,2025-07-12,C-67003,Corporate,East,West Bengal,Kolkata,Technology,Phones,Pro Phones 470,Standard Class,159143.94,10,0.3,12955.89,0,7,3.3,Organic,0.08140988591837049,2025,2025-07,2025Q3
DB-2024-501181,2024-06-16,2024-06-23,C-10564,Consumer,East,Odisha,Bhubaneswar,Office Supplies,Paper,Elite Paper 271,Standard Class,723.14,5,0.3,65.31,0,7,3.2,Organic,0.09031446192991675,2024,2024-06,2024Q2
DB-2024-501182,2024-08-22,2024-08-26,C-21602,Home Office,East,Odisha,Bhubaneswar,Furniture,Bookcases,Pro Bookcases 553,Second Class,14675.32,1,0.15,2436.56,1,4,3.9,Social,0.16603113254089177,2024,2024-08,2024Q3
DB-2025-501183,2025-08-05,2025-08-12,C-43446,Corporate,West,Gujarat,Ahmedabad,Office Supplies,Labels,Smart Labels 464,Standard Class,6039.1,4,0.0,1436.29,0,7,4.4,Organic,0.23783179612856217,2025,2025-08,2025Q3
DB-2024-501184,2024-05-25,2024-05-29,C-12872,Corporate,North,Delhi,New Delhi,Technology,Accessories,Classic Accessories 277,Standard Class,91018.42,7,0.0,27574.15,0,4,4.6,Organic,0.30295131468992764,2024,2024-05,2024Q2
DB-2025-501185,2025-11-19,2025-11-23,C-99623,Consumer,East,Assam,Guwahati,Office Supplies,Storage,Elite Storage 135,First Class,7714.89,5,0.3,-302.5,0,4,4.9,Organic,-0.03920989152146045,2025,2025-11,2025Q4
DB-2025-501186,2025-11-15,2025-11-20,C-94076,Consumer,North,Delhi,New Delhi,Office Supplies,Labels,Smart Labels 998,Standard Class,1409.91,2,0.3,167.2,0,5,3.7,Paid,0.11858912980261149,2025,2025-11,2025Q4
DB-2024-501187,2024-09-27,2024-09-30,C-26025,Home Office,South,Telangana,Hyderabad,Furniture,Tables,Eco Tables 659,Standard Class,37495.05,7,0.1,4653.86,0,3,3.3,Social,0.1241193170831883,2024,2024-09,2024Q3
DB-2025-501188,2025-12-10,2025-12-14,C-73484,Consumer,South,Kerala,Kochi,Technology,Copiers,Eco Copiers 682,Standard Class,249342.12,9,0.25,40112.96,0,4,4.1,Paid,0.1608751862701737,2025,2025-12,2025Q4
DB-2024-501189,2024-06-19,2024-06-21,C-18107,Consumer,West,Maharashtra,Mumbai,Technology,Phones,Eco Phones 632,First Class,6072.37,1,0.0,1398.16,0,2,4.4,Social,0.23024947425799155,2024,2024-06,2024Q2
DB-2025-501190,2025-03-27,2025-03-30,C-26266,Corporate,South,Andhra Pradesh,Vijayawada,Technology,Machines,Classic Machines 944,Second Class,8411.64,3,0.05,1833.75,0,3,4.2,Email,0.21800148365835914,2025,2025-03,2025Q1
DB-2024-501191,2024-11-13,2024-11-18,C-16987,Corporate,East,West Bengal,Kolkata,Technology,Phones,Max Phones 658,Second Class,128331.38,4,0.1,12189.38,0,5,3.0,Social,0.09498362754300622,2024,2024-11,2024Q4
DB-2024-501192,2024-08-22,2024-08-25,C-22076,Corporate,West,Maharashtra,Mumbai,Technology,Copiers,Basic Copiers 795,Second Class,266861.53,7,0.1,48987.86,1,3,4.1,Email,0.1835703332735895,2024,2024-08,2024Q3
DB-2025-501193,2025-03-01,2025-03-08,C-44358,Corporate,South,Andhra Pradesh,Vijayawada,Furniture,Furnishings,Smart Furnishings 713,Standard Class,29647.89,6,0.35,477.4,0,7,5.0,Organic,0.016102326337557243,2025,2025-03,2025Q1
DB-2024-501194,2024-06-22,2024-06-27,C-91669,Consumer,South,Telangana,Hyderabad,Office Supplies,Art,Smart Art 544,Standard Class,4131.92,9,0.25,230.27,0,5,3.8,Social,0.05572953977811768,2024,2024-06,2024Q2
DB-2024-501195,2024-10-26,2024-10-26,C-49052,Corporate,West,Rajasthan,Udaipur,Office Supplies,Art,Eco Art 687,Second Class,5115.28,3,0.0,1481.64,0,0,3.8,Paid,0.28964983344020273,2024,2024-10,2024Q4
DB-2025-501196,2025-10-25,2025-10-29,C-33835,Home Office,West,Madhya Pradesh,Indore,Office Supplies,Art,Eco Art 873,Standard Class,2596.58,6,0.25,273.97,0,4,4.5,Social,0.10551186560783801,2025,2025-10,2025Q4
DB-2025-501197,2025-07-15,2025-07-19,C-65751,Consumer,South,Kerala,Kochi,Office Supplies,Paper,Prime Paper 819,Standard Class,1032.05,1,0.0,287.54,0,4,3.8,Social,0.27861053243544404,2025,2025-07,2025Q3
DB-2024-501198,2024-12-13,2024-12-18,C-13337,Consumer,South,Karnataka,Bengaluru,Office Supplies,Art,Eco Art 972,Standard Class,4533.0,6,0.0,979.5,0,5,4.0,Social,0.21608206485771012,2024,2024-12,2024Q4
DB-2024-501199,2024-03-27,2024-03-31,C-82001,Home Office,West,Goa,Panaji,Office Supplies,Storage,Eco Storage 187,Standard Class,459.08,2,0.3,5.54,0,4,3.5,Social,0.012067613487845257,2024,2024-03,2024Q1
DB-2024-501200,2024-05-08,2024-05-12,C-22752,Corporate,North,Delhi,New Delhi,Office Supplies,Binders,Max Binders 835,Standard Class,13526.59,6,0.15,3071.7,0,4,3.6,Organic,0.22708605790520744,2024,2024-05,2024Q2
DB-2024-501201,2024-07-14,2024-07-17,C-84173,Corporate,West,Madhya Pradesh,Indore,Office Supplies,Storage,Max Storage 101,Standard Class,13246.88,9,0.15,2178.75,0,3,4.4,Social,0.164472690927977,2024,2024-07,2024Q3
DB-2025-501202,2025-05-19,2025-05-21,C-70082,Corporate,South,Tamil Nadu,Chennai,Technology,Copiers,Elite Copiers 517,Standard Class,100801.05,5,0.25,11300.59,0,2,3.9,Organic,0.11210785998756957,2025,2025-05,2025Q2
DB-2024-501203,2024-05-08,2024-05-11,C-56978,Consumer,West,Maharashtra,Mumbai,Technology,Copiers,Prime Copiers 739,First Class,64452.73,2,0.25,9172.22,0,3,5.0,Organic,0.14230925517041712,2024,2024-05,2024Q2
DB-2024-501204,2024-03-17,2024-03-21,C-18046,Home Office,North,Haryana,Gurugram,Technology,Phones,Classic Phones 644,Standard Class,209733.73,7,0.1,39088.0,0,4,5.0,Email,0.18636964116358393,2024,2024-03,2024Q1
DB-2025-501205,2025-03-20,2025-03-23,C-35799,Corporate,West,Maharashtra,Mumbai,Office Supplies,Paper,Pro Paper 847,Standard Class,4906.48,6,0.1,1163.41,0,3,2.6,Organic,0.23711703706119258,2025,2025-03,2025Q1
DB-2024-501206,2024-02-26,2024-03-03,C-81852,Corporate,West,Gujarat,Ahmedabad,Technology,Copiers,Elite Copiers 218,Standard Class,96056.9,6,0.1,26717.43,0,6,4.3,Paid,0.27814170559324736,2024,2024-02,2024Q1
DB-2025-501207,2025-07-18,2025-07-18,C-90822,Corporate,South,Tamil Nadu,Chennai,Office Supplies,Paper,Eco Paper 624,First Class,5911.0,4,0.15,1032.39,0,0,3.9,Paid,0.1746557266114025,2025,2025-07,2025Q3
DB-2024-501208,2024-01-28,2024-01-29,C-77467,Home Office,South,Telangana,Hyderabad,Technology,Phones,Eco Phones 638,Second Class,296431.83,8,0.0,62994.47,0,1,3.9,Organic,0.21250912899603258,2024,2024-01,2024Q1
DB-2025-501209,2025-06-21,2025-06-25,C-35266,Corporate,East,Bihar,Patna,Furniture,Bookcases,Prime Bookcases 154,Second Class,14974.83,1,0.15,1880.0,0,4,4.7,Paid,0.12554399615888795,2025,2025-06,2025Q2
DB-2025-501210,2025-08-26,2025-08-31,C-95075,Corporate,West,Rajasthan,Udaipur,Technology,Copiers,Pro Copiers 501,Standard Class,44044.99,1,0.0,7469.48,0,5,4.7,Organic,0.16958750586616095,2025,2025-08,2025Q3
DB-2025-501211,2025-06-05,2025-06-12,C-90891,Home Office,South,Telangana,Hyderabad,Office Supplies,Art,Prime Art 265,Standard Class,1492.66,1,0.2,253.63,0,7,3.7,Social,0.16991813272948963,2025,2025-06,2025Q2
DB-2025-501212,2025-06-28,2025-07-01,C-85541,Corporate,West,Goa,Panaji,Office Supplies,Binders,Smart Binders 128,First Class,6501.07,4,0.0,1606.64,0,3,4.5,Paid,0.24713470244129046,2025,2025-06,2025Q2
DB-2024-501213,2024-04-17,2024-04-18,C-11114,Corporate,East,Jharkhand,Ranchi,Technology,Copiers,Max Copiers 261,First Class,31003.29,2,0.2,6134.06,0,1,3.3,Referral,0.19785190539455652,2024,2024-04,2024Q2
DB-2025-501214,2025-05-07,2025-05-11,C-92138,Corporate,North,Punjab,Ludhiana,Office Supplies,Art,Max Art 444,Standard Class,12302.55,8,0.1,2666.18,0,4,3.2,Referral,0.21671767235247977,2025,2025-05,2025Q2
DB-2024-501215,2024-02-05,2024-02-09,C-70555,Corporate,West,Maharashtra,Mumbai,Office Supplies,Labels,Prime Labels 476,Standard Class,6295.24,6,0.2,944.25,0,4,4.0,Email,0.14999428139356086,2024,2024-02,2024Q1
DB-2025-501216,2025-10-09,2025-10-14,C-30934,Corporate,South,Tamil Nadu,Chennai,Technology,Copiers,Basic Copiers 950,Standard Class,200277.75,7,0.3,14476.9,0,5,4.0,Email,0.07228411543469007,2025,2025-10,2025Q4
DB-2025-501217,2025-01-21,2025-01-25,C-98853,Home Office,West,Rajasthan,Udaipur,Office Supplies,Storage,Max Storage 135,Standard Class,3562.59,3,0.2,633.95,0,4,4.9,Email,0.17794638170544463,2025,2025-01,2025Q1
DB-2025-501218,2025-08-16,2025-08-17,C-98624,Corporate,North,Punjab,Ludhiana,Office Supplies,Labels,Basic Labels 331,First Class,7193.29,6,0.0,1601.54,0,1,5.0,Organic,0.2226436025796263,2025,2025-08,2025Q3
DB-2025-501219,2025-02-12,2025-02-15,C-84162,Corporate,North,Rajasthan,Jaipur,Furniture,Tables,Smart Tables 728,Standard Class,93030.99,8,0.1,9704.88,0,3,3.9,Referral,0.10431878667527883,2025,2025-02,2025Q1
DB-2025-501220,2025-04-02,2025-04-02,C-81584,Home Office,West,Gujarat,Ahmedabad,Office Supplies,Paper,Smart Paper 584,First Class,15966.23,9,0.25,1908.73,0,0,4.2,Organic,0.1195479458832799,2025,2025-04,2025Q2
DB-2025-501221,2025-03-22,2025-03-27,C-93295,Corporate,North,Punjab,Ludhiana,Technology,Accessories,Prime Accessories 528,Standard Class,358711.49,9,0.1,42842.11,0,5,3.3,Email,0.11943333624467954,2025,2025-03,2025Q1
DB-2024-501222,2024-11-14,2024-11-19,C-90387,Consumer,North,Delhi,New Delhi,Office Supplies,Paper,Basic Paper 476,Standard Class,8466.58,8,0.0,1650.64,0,5,4.0,Organic,0.19495947596313978,2024,2024-11,2024Q4
DB-2025-501223,2025-02-22,2025-02-24,C-71614,Corporate,South,Kerala,Kochi,Office Supplies,Labels,Smart Labels 772,Second Class,7601.52,9,0.25,1226.55,0,2,4.4,Organic,0.16135588671739334,2025,2025-02,2025Q1
DB-2025-501224,2025-10-07,2025-10-07,C-92848,Home Office,North,Delhi,New Delhi,Technology,Accessories,Basic Accessories 259,Second Class,214177.64,10,0.2,29532.19,0,0,4.1,Paid,0.13788642922762617,2025,2025-10,2025Q4
DB-2025-501225,2025-07-18,2025-07-21,C-23620,Consumer,North,Haryana,Gurugram,Furniture,Chairs,Elite Chairs 298,Standard Class,18240.44,6,0.3,-486.8,0,3,4.1,Referral,-0.026687952702895326,2025,2025-07,2025Q3
DB-2025-501226,2025-06-04,2025-06-09,C-42363,Corporate,North,Haryana,Gurugram,Furniture,Bookcases,Max Bookcases 644,Standard Class,56439.64,5,0.35,-7235.4,0,5,3.6,Organic,-0.12819713237008598,2025,2025-06,2025Q2
DB-2025-501227,2025-05-15,2025-05-20,C-28762,Consumer,East,Odisha,Bhubaneswar,Technology,Accessories,Smart Accessories 776,Standard Class,89824.07,6,0.25,18226.64,0,5,3.4,Email,0.20291487571204464,2025,2025-05,2025Q2
DB-2025-501228,2025-10-09,2025-10-12,C-72718,Corporate,North,Delhi,New Delhi,Office Supplies,Art,Basic Art 725,Second Class,1556.24,1,0.2,284.27,0,3,5.0,Organic,0.1826646275638719,2025,2025-10,2025Q4
DB-2025-501229,2025-05-24,2025-05-25,C-90305,Corporate,South,Telangana,Hyderabad,Office Supplies,Labels,Smart Labels 361,Second Class,1194.05,1,0.15,194.44,0,1,3.9,Organic,0.16284075206230894,2025,2025-05,2025Q2
DB-2025-501230,2025-02-14,2025-02-14,C-40276,Consumer,West,Maharashtra,Mumbai,Technology,Phones,Classic Phones 293,Same Day,151927.21,5,0.15,18895.28,0,0,3.9,Email,0.12437061142635344,2025,2025-02,2025Q1
DB-2025-501231,2025-04-08,2025-04-12,C-20545,Consumer,West,Rajasthan,Udaipur,Office Supplies,Labels,Basic Labels 437,Standard Class,26222.19,10,0.0,5980.14,0,4,4.4,Email,0.22805646667955654,2025,2025-04,2025Q2
DB-2025-501232,2025-05-06,2025-05-07,C-59489,Corporate,South,Telangana,Hyderabad,Technology,Accessories,Elite Accessories 539,Standard Class,22566.74,9,0.0,5719.29,0,1,3.5,Email,0.2534389105382523,2025,2025-05,2025Q2
DB-2025-501233,2025-07-17,2025-07-21,C-56009,Corporate,North,Rajasthan,Jaipur,Furniture,Tables,Eco Tables 756,Standard Class,38796.11,3,0.25,744.86,0,4,4.0,Organic,0.01919934756345417,2025,2025-07,2025Q3
DB-2024-501234,2024-09-18,2024-09-22,C-44835,Corporate,West,Madhya Pradesh,Indore,Office Supplies,Binders,Elite Binders 523,Standard Class,1003.9,4,0.05,211.5,0,4,4.5,Organic,0.2106783544177707,2024,2024-09,2024Q3
DB-2025-501235,2025-02-21,2025-02-25,C-90999,Home Office,West,Rajasthan,Udaipur,Office Supplies,Labels,Elite Labels 271,Standard Class,10044.91,4,0.0,2286.33,0,4,4.6,Paid,0.22761079989765962,2025,2025-02,2025Q1
DB-2025-501236,2025-10-27,2025-10-29,C-37644,Corporate,East,Jharkhand,Ranchi,Furniture,Bookcases,Prime Bookcases 876,Second Class,82837.16,5,0.0,3454.2,0,2,3.8,Organic,0.04169867726030201,2025,2025-10,2025Q4
DB-2024-501237,2024-02-02,2024-02-06,C-58968,Home Office,South,Andhra Pradesh,Vijayawada,Technology,Machines,Pro Machines 752,Standard Class,38775.9,2,0.25,3932.82,0,4,4.3,Organic,0.10142433831323064,2024,2024-02,2024Q1
DB-2025-501238,2025-05-21,2025-05-26,C-89408,Consumer,East,West Bengal,Kolkata,Furniture,Tables,Classic Tables 916,Standard Class,10867.76,2,0.25,-1201.34,0,5,4.4,Paid,-0.11054163875536448,2025,2025-05,2025Q2
DB-2025-501239,2025-06-02,2025-06-10,C-85172,Corporate,East,Assam,Guwahati,Office Supplies,Binders,Elite Binders 301,Standard Class,12231.93,9,0.0,2750.15,0,8,4.3,Organic,0.22483369345638832,2025,2025-06,2025Q2
DB-2025-501240,2025-10-09,2025-10-14,C-72798,Corporate,South,Kerala,Kochi,Technology,Accessories,Prime Accessories 424,Standard Class,53733.03,2,0.25,11662.62,0,5,4.4,Organic,0.2170475031837959,2025,2025-10,2025Q4
DB-2025-501241,2025-01-30,2025-02-03,C-51321,Corporate,South,Telangana,Hyderabad,Furniture,Furnishings,Basic Furnishings 550,Standard Class,85396.33,6,0.15,10139.12,0,4,3.8,Organic,0.11873016088630507,2025,2025-01,2025Q1
DB-2024-501242,2024-05-19,2024-05-22,C-34847,Consumer,North,Punjab,Ludhiana,Office Supplies,Art,Max Art 640,Standard Class,4405.05,4,0.25,682.76,0,3,5.0,Social,0.15499483547292311,2024,2024-05,2024Q2
DB-2024-501243,2024-11-10,2024-11-14,C-72397,Home Office,South,Kerala,Kochi,Office Supplies,Paper,Eco Paper 927,Standard Class,2021.06,1,0.1,323.06,0,4,3.6,Paid,0.15984681305849407,2024,2024-11,2024Q4
DB-2025-501244,2025-09-13,2025-09-19,C-63172,Home Office,East,Odisha,Bhubaneswar,Technology,Accessories,Eco Accessories 729,Standard Class,103452.16,6,0.1,18868.7,0,6,4.3,Paid,0.18239058517482865,2025,2025-09,2025Q3
DB-2025-501245,2025-12-05,2025-12-07,C-41930,Consumer,West,Goa,Panaji,Furniture,Bookcases,Elite Bookcases 758,Standard Class,30384.75,6,0.3,-1916.29,1,2,3.7,Organic,-0.06306749273895622,2025,2025-12,2025Q4
DB-2025-501246,2025-01-18,2025-01-18,C-95204,Corporate,West,Madhya Pradesh,Indore,Office Supplies,Labels,Classic Labels 512,First Class,7193.54,4,0.1,1200.02,0,0,4.3,Paid,0.16681911826444282,2025,2025-01,2025Q1
DB-2024-501247,2024-01-12,2024-01-18,C-93020,Consumer,North,Delhi,New Delhi,Technology,Copiers,Pro Copiers 287,Standard Class,235445.56,8,0.2,33859.48,0,6,4.5,Email,0.1438102294220371,2024,2024-01,2024Q1
DB-2024-501248,2024-03-30,2024-04-01,C-50078,Corporate,North,Delhi,New Delhi,Technology,Machines,Eco Machines 468,Standard Class,41727.17,2,0.0,8683.24,0,2,4.3,Paid,0.20809558855776705,2024,2024-03,2024Q1
DB-2024-501249,2024-09-14,2024-09-18,C-80059,Home Office,East,West Bengal,Kolkata,Furniture,Bookcases,Eco Bookcases 433,Standard Class,20875.33,7,0.25,-1699.83,0,4,4.4,Social,-0.08142769479572298,2024,2024-09,2024Q3
DB-2024-501250,2024-02-16,2024-02-21,C-91435,Home Office,West,Madhya Pradesh,Indore,Technology,Phones,Max Phones 348,Standard Class,77418.2,7,0.0,20953.57,0,5,4.3,Referral,0.2706543164268867,2024,2024-02,2024Q1
DB-2025-501251,2025-08-29,2025-08-31,C-36092,Home Office,North,Punjab,Ludhiana,Technology,Copiers,Classic Copiers 281,Second Class,88590.68,3,0.3,-393.4,0,2,3.2,Email,-0.004440647706959694,2025,2025-08,2025Q3
DB-2025-501252,2025-03-07,2025-03-13,C-55813,Home Office,North,Rajasthan,Jaipur,Furniture,Tables,Basic Tables 966,Standard Class,106007.83,6,0.0,19854.27,1,6,4.0,Organic,0.187290599194418,2025,2025-03,2025Q1
DB-2024-501253,2024-09-12,2024-09-15,C-83820,Home Office,South,Tamil Nadu,Chennai,Technology,Copiers,Max Copiers 792,Standard Class,74514.64,9,0.15,11283.34,0,3,4.7,Paid,0.15142447175481222,2024,2024-09,2024Q3
DB-2024-501254,2024-08-07,2024-08-13,C-72396,Consumer,East,Assam,Guwahati,Office Supplies,Art,Classic Art 394,Standard Class,25131.63,9,0.0,4760.38,0,6,4.9,Organic,0.1894178769940509,2024,2024-08,2024Q3
DB-2025-501255,2025-11-06,2025-11-09,C-36722,Corporate,North,Delhi,New Delhi,Furniture,Tables,Elite Tables 619,Standard Class,11960.02,2,0.2,1418.71,0,3,4.3,Organic,0.11862103909525235,2025,2025-11,2025Q4
DB-2025-501256,2025-12-28,2025-12-30,C-83264,Home Office,West,Maharashtra,Mumbai,Office Supplies,Art,Smart Art 873,Second Class,6376.88,4,0.0,1777.56,1,2,3.3,Organic,0.2787507370375481,2025,2025-12,2025Q4
DB-2024-501257,2024-10-07,2024-10-07,C-70111,Consumer,North,Haryana,Gurugram,Office Supplies,Binders,Smart Binders 170,Same Day,3794.24,6,0.1,671.09,0,0,3.4,Organic,0.17687073037024545,2024,2024-10,2024Q4
DB-2025-501258,2025-06-17,2025-06-18,C-72019,Corporate,South,Telangana,Hyderabad,Technology,Machines,Elite Machines 129,Second Class,12853.31,1,0.2,2196.4,0,1,3.1,Organic,0.17088205294978492,2025,2025-06,2025Q2
DB-2025-501259,2025-06-10,2025-06-13,C-84569,Home Office,North,Haryana,Gurugram,Office Supplies,Labels,Smart Labels 901,Standard Class,2361.85,3,0.0,597.97,0,3,4.6,Organic,0.25317865232762454,2025,2025-06,2025Q2
DB-2025-501260,2025-04-16,2025-04-18,C-55061,Corporate,West,Madhya Pradesh,Indore,Furniture,Bookcases,Elite Bookcases 975,First Class,10816.35,7,0.2,99.18,0,2,3.6,Paid,0.009169451802132883,2025,2025-04,2025Q2
DB-2025-501261,2025-09-08,2025-09-12,C-95894,Consumer,East,Bihar,Patna,Furniture,Tables,Prime Tables 428,Second Class,16992.2,1,0.0,2930.12,0,4,4.3,Email,0.17243911912524568,2025,2025-09,2025Q3
DB-2025-501262,2025-07-31,2025-08-03,C-74215,Home Office,West,Maharashtra,Mumbai,Technology,Phones,Smart Phones 264,First Class,142212.63,5,0.05,29729.15,0,3,4.4,Organic,0.2090471851902324,2025,2025-07,2025Q3
DB-2025-501263,2025-01-19,2025-01-24,C-71269,Corporate,North,Uttar Pradesh,Noida,Furniture,Chairs,Basic Chairs 819,Standard Class,49895.78,6,0.25,-1407.98,1,5,2.2,Email,-0.028218418471461917,2025,2025-01,2025Q1
DB-2025-501264,2025-02-12,2025-02-12,C-11726,Consumer,South,Karnataka,Bengaluru,Office Supplies,Binders,Pro Binders 419,Same Day,9624.69,6,0.0,2594.45,0,0,4.1,Organic,0.26956192874783497,2025,2025-02,2025Q1
DB-2024-501265,2024-04-09,2024-04-11,C-47340,Home Office,South,Tamil Nadu,Chennai,Technology,Accessories,Smart Accessories 468,First Class,125242.15,4,0.3,4513.21,0,2,3.6,Paid,0.03603587131009808,2024,2024-04,2024Q2
DB-2025-501266,2025-03-18,2025-03-21,C-35315,Consumer,West,Madhya Pradesh,Indore,Technology,Copiers,Basic Copiers 292,Second Class,237547.91,7,0.2,54557.72,0,3,4.9,Social,0.22967038522881553,2025,2025-03,2025Q1
DB-2025-501267,2025-10-18,2025-10-21,C-38068,Home Office,West,Goa,Panaji,Office Supplies,Binders,Elite Binders 598,Second Class,20660.28,8,0.0,3958.88,0,3,4.9,Email,0.19161792579771428,2025,2025-10,2025Q4
DB-2025-501268,2025-10-18,2025-10-18,C-79251,Consumer,South,Kerala,Kochi,Office Supplies,Paper,Eco Paper 748,Same Day,2748.26,2,0.15,441.08,0,0,4.0,Email,0.16049427637850858,2025,2025-10,2025Q4
DB-2024-501269,2024-01-12,2024-01-12,C-17288,Home Office,North,Punjab,Ludhiana,Furniture,Bookcases,Smart Bookcases 573,First Class,38227.38,10,0.3,-2331.08,0,0,4.7,Organic,-0.060979329475365565,2024,2024-01,2024Q1
